"Name","Position","Age","Height","Weight","Inf","Club","Division","Nationality","Home-Grown","Personality","Media Handling","Wage","Transfer Value","Asking Price","Preferred Foot","Starts","Minutes Played","Average Rating","Sub Appearances","Minutes/Game","index","Tackles Attempted","Tackles Attempted/90","Tackles Completed","Tackles Completed/90","Tackles Failed","Tackle Completion %","Tackles Failed/90","Key Tackles","Key Tackles/90","Tackle Quality","Interceptions","Interceptions/90","Blocks","Blocks/90","Shots Blocked","Shots Blocked/90","Headers Attempted","Headers Attempted/90","Headers Won","Headers Won/90","Headers Won %","Headers Lost","Headers Lost/90","Headers Lost %","Key Headers","Key Headers/90","Aerial Challenges Attempted/90","Duels Win %","Fouls Against","Fouls Made","Net Fouls","Fouls Won/90","Fouls Committed/90","Clearances","Clearances/90","Red Cards","Yellow Cards","Yellows/Tackle","Reds/Tackle","Yellows/90","Reds/90","Player of the Match","Mistakes Leading to Goal","Sprints/90","Attacking Actions/90","Creative Actions/90","Defensive Actions/90","Goalkeeping Actions/90","Excitement Factor/90","General Performance","Goalkeeping","Defensive Defender","Creative Defender","Attacking Defender","Creative Midfielder","Attacking Midfielder","Creative Winger","Attacking Winger","Creative Forward","Attacking Forward","Finisher","Aerial Threat","Reader","Assister"
"Gernot Trauner","D (RC)",31,"183 cm","82 kg","-","Feyenoord","Eredivisie","AUT","-","-","Scouting Required","$18,000 p/w","Not for Sale","-","Right",19,1576,6.97,1,78.8,506,43,2.46,35,2,8,81,0.46,4,0.23,3.31,27,1.54,7,0.4,4,0.23,130,7.42,97,5.54,74.62,33,1.88,25.38,17,0.97,7.42,76.3,5,13,8,0.29,0.74,8,0.46,0,1,0.02,0,0.06,0,0,0,6.74,0.53,0.69,19.02,0,1.71,85,100,46,58,68,72,66,65,66,70,63,61,77,42,61
"Stefan Posch","D (RC)",26,"188 cm","76 kg","-","Bologna","Serie A TIM","AUT","-","-","Scouting Required","$20,500 p/w","$5.4M - $8.4M","-","Right",11,1161,6.81,8,61.11,507,33,2.56,28,2.17,5,85,0.39,1,0.08,2.2,28,2.17,5,0.39,1,0.08,87,6.74,60,4.65,68.97,27,2.09,31.03,6,0.47,6.74,73.33,5,15,10,0.39,1.16,8,0.62,0,1,0.03,0,0.08,0,0,1,7.83,1.72,1.16,14.67,0,5.5,60,100,38,84,66,84,76,85,80,80,77,55,39,22,61
"Emanuel Aiwu","D (RC)",23,"185 cm","82 kg","Inj","Birmingham","Sky Bet Championship","AUT","-","-","Scouting Required","$10,750 p/w","$475K - $4.8M","-","Right",22,1989,6.93,1,86.48,508,30,1.36,23,1.04,7,77,0.32,14,0.63,1.88,44,1.99,19,0.86,16,0.72,154,6.97,120,5.43,77.92,34,1.54,22.08,28,1.27,6.97,77.72,2,16,14,0.09,0.72,38,1.72,0,0,0,0,0,0,1,1,4.21,0.36,0.18,26.05,0,0.72,34,100,94,42,54,16,17,30,18,44,11,52,84,91,0
"Koni De Winter","D (RC)",21,"191 cm","78 kg","-","Genoa","Serie A TIM","BEL","-","-","Scouting Required","$15,250 p/w","$900K - $8.8M","-","Right",18,1543,6.59,0,85.72,509,32,1.87,21,1.22,11,66,0.64,7,0.41,3.56,26,1.52,12,0.7,9,0.52,102,5.95,70,4.08,68.63,32,1.87,31.37,7,0.41,5.95,67.91,3,9,6,0.17,0.52,32,1.87,0,2,0.06,0,0.12,0,0,0,5.31,0.2,0.12,17.23,0,0.93,1,100,33,2,6,0,0,1,1,1,1,3,28,19,0
"Patrick William","D (RC)",26,"185 cm","78 kg","Wnt","Rio Ave","Liga Portugal Betclic","BRA","-","-","Scouting Required","$3,400 p/w","$150K - $1.5M","-","Right",16,1432,7.04,0,89.5,510,14,0.88,13,0.82,1,93,0.06,2,0.13,7,35,2.2,8,0.5,7,0.44,77,4.84,51,3.21,66.23,26,1.63,33.77,11,0.69,4.84,70.33,5,2,-3,0.31,0.13,11,0.69,0,1,0.07,0,0.06,0,0,0,6.6,0.67,0.57,14.71,0,1.38,75,100,29,75,71,68,60,71,66,64,54,29,31,25,84
"Pedrão","D (RC)",26,"193 cm","82 kg","-","Portimonense","Liga Portugal Betclic","BRA","-","-","Scouting Required","$1,900 p/w","$130K - $1.3M","-","Right Only",17,1495,6.83,0,87.94,511,35,2.11,30,1.81,5,86,0.3,5,0.3,5,44,2.65,11,0.66,6,0.36,138,8.31,102,6.14,73.91,36,2.17,26.09,31,1.87,8.31,76.3,0,7,7,0,0.42,32,1.93,0,1,0.03,0,0.06,0,1,0,5.36,0.45,0.24,29.61,0,1.2,26,100,100,35,35,23,36,13,19,11,33,48,96,99,0
"João Victor","D (RC)",25,"187 cm","77 kg","-","Vasco da Gama","Campeonato Brasileiro Série A Assaí","BRA","-","-","Scouting Required","$10,000 p/w","$7M - $8.8M","-","Right",19,1640,6.93,0,86.32,512,49,2.69,35,1.92,14,71,0.77,5,0.27,3.06,46,2.52,12,0.66,7,0.38,105,5.76,79,4.34,75.24,26,1.43,24.76,9,0.49,5.76,74.03,2,16,14,0.11,0.88,40,2.2,0,4,0.08,0,0.22,0,0,1,5.76,0.44,0.11,18.82,0,1.65,39,100,89,42,26,19,20,33,16,25,11,41,33,64,0
"Kaíque Rocha","D (RC)",22,"195 cm","87 kg","-","Athlético Paranaense","Campeonato Brasileiro Série A Assaí","BRA","-","-","Scouting Required","$5,750 p/w","$2M - $4.3M","-","Right",23,2380,6.92,6,82.07,513,32,1.21,24,0.91,8,75,0.3,6,0.23,2.46,44,1.66,18,0.68,5,0.19,219,8.28,189,7.15,86.3,30,1.13,13.7,20,0.76,8.28,84.86,5,13,8,0.19,0.49,40,1.51,0,6,0.19,0,0.23,0,2,0,5.03,0.51,0.53,19.22,0,1.47,51,100,34,13,53,57,46,36,54,65,63,86,77,59,17
"Michael Rose","D (RC)",28,"181 cm","79 kg","-","Stoke","Sky Bet Championship","SCO","-","-","Scouting Required","$9,250 p/w","$160K - $1.6M","-","Right",12,1218,6.87,11,52.96,514,42,3.1,32,2.36,10,76,0.74,4,0.3,3,31,2.29,9,0.67,6,0.44,99,7.32,75,5.54,75.76,24,1.77,24.24,4,0.3,7.32,75.89,1,14,13,0.07,1.03,23,1.7,0,2,0.05,0,0.15,0,1,2,5.54,1.34,0.96,18.46,0,3.47,97,100,95,76,96,94,94,90,93,94,94,97,40,63,69
"Ivan Smolčić","D (RC)",23,"181 cm","78 kg","Inj","Rijeka","SuperSport HNL","CRO","-","-","Scouting Required","$1,800 p/w","$120K - $1.2M","-","Right",16,1330,6.93,0,83.13,515,46,3.11,34,2.3,12,74,0.81,1,0.07,2.19,33,2.23,8,0.54,4,0.27,96,6.5,58,3.92,60.42,38,2.57,39.58,2,0.14,6.5,64.79,9,21,12,0.61,1.42,14,0.95,0,2,0.04,0,0.14,0,2,0,20.5,2.23,2.64,12.84,0,7.92,45,100,19,86,63,76,70,79,83,77,83,43,20,9,79
"Pascal Gregor","D (RC)",29,"189 cm","80 kg","-","Lyngby","3F Superliga","DEN","-","-","Scouting Required","$1,700 p/w","$170K - $1.7M","-","Right",17,1501,6.68,2,79,516,31,1.86,28,1.68,3,90,0.18,2,0.12,3.44,35,2.1,9,0.54,8,0.48,166,9.95,114,6.84,68.67,52,3.12,31.33,23,1.38,9.95,72.08,2,9,7,0.12,0.54,19,1.14,0,2,0.06,0,0.12,0,0,0,4.98,0.32,0.3,23.37,0,1.26,20,100,67,24,36,11,9,7,10,12,14,36,96,93,0
"Matti Olsen","D (RC)",28,"187 cm","82 kg","-","Hvidovre IF","3F Superliga","DEN","-","-","Scouting Required","$1,100 p/w","$0 - $70K","-","Right",11,946,6.69,7,52.56,517,32,3.04,21,2,11,66,1.05,0,0,1.88,14,1.33,7,0.67,2,0.19,67,6.37,49,4.66,73.13,18,1.71,26.87,4,0.38,6.37,70.71,3,17,14,0.29,1.62,23,2.19,0,3,0.09,0,0.29,0,1,0,9.23,0.99,1.24,15.41,0,2.28,61,100,29,68,81,73,79,79,86,87,84,82,34,9,48
"Malte Kiilerich","D (RC)",28,"188 cm","82 kg","-","Hvidovre IF","3F Superliga","DEN","-","-","Scouting Required","$2,800 p/w","$150K - $1.5M","-","Right",16,1462,6.74,1,86,518,40,2.46,33,2.03,7,83,0.43,0,0,2.86,31,1.91,13,0.8,8,0.49,116,7.14,88,5.42,75.86,28,1.72,24.14,11,0.68,7.14,77.56,2,14,12,0.12,0.86,34,2.09,0,4,0.1,0,0.25,0,1,1,5.6,0.48,0.55,18.07,0,1.6,46,100,84,48,53,23,17,25,47,35,32,18,61,44,61
"Tobias Slotsager","D (RC)",17,"190 cm","82 kg","-","OB","3F Superliga","DEN","-","-","Scouting Required","$3,800 p/w","$230K - $11.5M","-","Right",15,1344,6.95,1,84,519,13,0.87,9,0.6,4,69,0.27,5,0.33,3.25,25,1.67,11,0.74,9,0.6,111,7.43,94,6.29,84.68,17,1.14,15.32,16,1.07,7.43,83.06,1,4,3,0.07,0.27,14,0.94,0,0,0,0,0,0,2,0,5.16,0.4,0.33,21.39,0,0.67,43,100,46,25,32,54,66,37,48,56,59,70,86,79,17
"Tuta","D (RC)",24,"185 cm","75 kg","Inj","Eintracht Frankfurt","Bundesliga","BRA","-","-","Scouting Required","$41,000 p/w","$7M - $11M","-","Right",22,1962,7,0,89.18,520,28,1.28,20,0.92,8,71,0.37,6,0.28,1.87,48,2.2,11,0.5,6,0.28,116,5.32,85,3.9,73.28,31,1.42,26.72,5,0.23,5.32,72.92,4,15,11,0.18,0.69,28,1.28,0,1,0.04,0,0.05,0,1,1,4.22,0.53,0.41,13.94,0,1.33,52,100,33,54,51,41,40,41,45,45,37,47,17,25,43
"Jonathan Gradit","D (RC)",31,"180 cm","75 kg","-","Lens","Ligue 1 Uber Eats","FRA","-","-","Scouting Required","$21,500 p/w","Not for Sale","-","Right Only",20,1904,6.85,2,86.55,521,51,2.41,37,1.75,14,73,0.66,4,0.19,4.64,41,1.94,13,0.61,11,0.52,102,4.82,79,3.73,77.45,23,1.09,22.55,8,0.38,4.82,75.82,3,11,8,0.14,0.52,20,0.95,0,4,0.08,0,0.19,0,0,0,6.85,0.57,0.28,13.93,0,1.51,38,100,31,45,33,10,5,28,17,24,5,5,19,14,0
"Joël Veltman","D (RC)",31,"182 cm","73 kg","-","Brighton","Premier League","NED","-","Professional","Unflappable","$69,000 p/w","Not for Sale","-","Right",21,1854,6.93,3,77.25,522,103,5,90,4.37,13,87,0.63,3,0.15,3.55,54,2.62,14,0.68,4,0.19,122,5.92,86,4.17,70.49,36,1.75,29.51,17,0.83,5.92,78.22,2,29,27,0.1,1.41,23,1.12,0,6,0.06,0,0.29,0,1,1,11.46,1.13,1.26,22.49,0,2.77,98,100,90,95,97,90,84,96,90,96,84,71,51,96,89
"João Pedro Tchoca","D (RC)",19,"192 cm","81 kg","-","COR","Campeonato Brasileiro Série A Assaí","BRA","-","Balanced","Media-friendly","$1,400 p/w","$1.1M - $8.6M","-","Right Only",26,2231,6.85,1,82.63,523,40,1.61,28,1.13,12,70,0.48,3,0.12,2.5,35,1.41,12,0.48,14,0.56,220,8.87,180,7.26,81.82,40,1.61,18.18,42,1.69,8.87,80,5,16,11,0.2,0.65,31,1.25,1,1,0.03,0.03,0.04,0.04,1,0,4.48,0.47,0.32,25.43,0,1.09,63,100,7,41,77,31,25,43,42,50,32,42,97,90,72
"Bafodé Diakité","D (RC)",22,"185 cm","74 kg","-","Lille","Ligue 1 Uber Eats","FRA (GUI)","-","-","Scouting Required","$27,000 p/w","$14.5M - $18.5M","-","Right",20,1736,6.92,2,78.91,524,45,2.33,34,1.76,11,76,0.57,2,0.1,4.5,33,1.71,10,0.52,6,0.31,161,8.35,114,5.91,70.81,47,2.44,29.19,16,0.83,8.35,71.84,4,10,6,0.21,0.52,24,1.24,0,1,0.02,0,0.05,0,0,0,9.38,1.09,0.73,18.48,0,2.59,86,100,45,81,80,80,74,82,79,80,72,31,76,38,91
"Ben Wilmot","D (RC)",24,"188 cm","77 kg","-","Stoke","Sky Bet Championship","IRL (ENG)","Trained in nation (15-21)","-","Scouting Required","$20,500 p/w","$3.7M - $7.6M","-","Right",26,2332,6.74,0,89.69,525,47,1.81,37,1.43,10,79,0.39,10,0.39,1.68,61,2.35,17,0.66,9,0.35,175,6.75,113,4.36,64.57,62,2.39,35.43,24,0.93,6.75,67.57,2,28,26,0.08,1.08,24,0.93,0,5,0.11,0,0.19,0,0,1,5.6,0.79,0.62,21,0,2.08,27,100,74,59,40,15,19,48,40,45,22,38,62,86,17
"Nikola Milenković","D (RC)",26,"195 cm","92 kg","nEU","Fiorentina","Serie A TIM","SRB","-","-","Scouting Required","$115,000 p/w","$20M - $26M","-","Right",13,1103,6.99,4,64.88,526,20,1.63,12,0.98,8,60,0.65,0,0,2.5,24,1.96,3,0.24,1,0.08,105,8.57,93,7.59,88.57,12,0.98,11.43,11,0.9,8.57,84,4,8,4,0.33,0.65,12,0.98,0,1,0.05,0,0.08,0,0,3,9.55,1.27,1.31,18.24,0,3.26,97,100,8,94,98,99,98,95,96,94,97,81,87,58,90
"Ben Godfrey","D (RC)",25,"183 cm","77 kg","-","Everton","Premier League","ENG","Trained in nation (15-21)","-","Scouting Required","$81,000 p/w","$30M - $48M","-","Right Only",18,1537,7.16,0,85.39,527,84,4.92,72,4.22,12,86,0.7,3,0.18,4.2,58,3.4,13,0.76,8,0.47,92,5.39,70,4.1,76.09,22,1.29,23.91,9,0.53,5.39,80.68,3,20,17,0.18,1.17,28,1.64,0,3,0.04,0,0.18,0,3,1,9.6,2.2,1.64,22.24,0,5.91,77,100,97,91,79,69,74,83,87,88,80,59,31,95,92
"Ezri Konsa","D (RC)",26,"183 cm","77 kg","-","Aston Villa","Premier League","ENG (COD)","Trained in nation (15-21)","-","Scouting Required","$110,000 p/w","$39M - $50M","-","Right",25,2276,6.93,1,87.54,528,30,1.19,18,0.71,12,60,0.47,5,0.2,2.31,53,2.1,6,0.24,4,0.16,178,7.04,117,4.63,65.73,61,2.41,34.27,15,0.59,7.04,64.9,3,13,10,0.12,0.51,17,0.67,0,2,0.07,0,0.08,0,0,0,4.51,0.37,0.36,14.89,0,0.83,49,100,5,57,46,45,59,39,41,38,46,49,48,32,42
"Marin Pongračić","D (RC)",26,"190 cm","95 kg","-","Lecce","Serie A TIM","CRO (GER)","-","-","Scouting Required","$52,000 p/w","$600K - $6M","-","Right",17,1474,6.64,0,86.71,529,29,1.77,20,1.22,9,69,0.55,5,0.31,3.22,34,2.08,6,0.37,5,0.31,95,5.8,62,3.79,65.26,33,2.01,34.74,15,0.92,5.8,66.13,1,9,8,0.06,0.55,18,1.1,1,1,0.03,0.03,0.06,0.06,0,1,3.36,0.5,0.12,17.87,0,0.79,6,100,26,34,24,10,37,9,11,3,18,40,52,45,0
"Stefan Ristovski","D (RC)",31,"180 cm","76 kg","-","Dinamo","SuperSport HNL","MKD","-","-","Scouting Required","$10,250 p/w","$180K - $1.8M","-","Right",19,1751,6.89,11,58.37,530,56,2.88,40,2.06,16,71,0.82,0,0,1.7,60,3.08,8,0.41,2,0.1,110,5.65,75,3.85,68.18,35,1.8,31.82,12,0.62,5.65,69.28,21,33,12,1.08,1.7,18,0.93,0,5,0.09,0,0.26,0,0,0,20.56,3.27,3.6,16.11,0,11.41,95,100,13,99,97,91,89,95,95,93,92,67,36,36,99
"Stijn Bultman","D (RC)",18,"187 cm","80 kg","-","Heracles Almelo","Eredivisie","NED","-","-","Scouting Required","$1,100 p/w","$275K - $10M","-","Right Only",15,1321,6.94,1,82.56,531,17,1.16,13,0.89,4,76,0.27,0,0,1.13,15,1.02,9,0.61,8,0.55,86,5.86,62,4.22,72.09,24,1.64,27.91,12,0.82,5.86,72.82,0,15,15,0,1.02,23,1.57,0,2,0.12,0,0.14,0,1,0,3.61,0.25,0.14,15.19,0,0.48,37,100,13,36,53,29,34,34,21,47,19,45,50,5,0
"Frederik Alves","D (RC)",24,"195 cm","84 kg","-","Brøndby IF","3F Superliga","DEN (BRA)","-","-","Scouting Required","$8,000 p/w","$130K - $1.3M","-","Right",12,1112,6.81,5,65.41,532,23,1.86,16,1.29,7,70,0.57,5,0.4,4.6,17,1.38,5,0.4,4,0.32,94,7.61,69,5.58,73.4,25,2.02,26.6,8,0.65,7.61,72.65,2,5,3,0.16,0.4,17,1.38,0,3,0.13,0,0.24,0,1,0,4.78,0.6,0.73,18.6,0,1.46,29,100,24,36,60,54,59,33,61,60,72,80,62,27,28
"Pierre Kalulu","D (RC)",23,"184 cm","80 kg","-","Milan","Serie A TIM","FRA (COD)","-","-","Scouting Required","$53,000 p/w","$48M - $77M","-","Right",22,1856,7.04,1,80.7,533,27,1.31,19,0.92,8,70,0.39,3,0.15,3,48,2.33,7,0.34,5,0.24,117,5.67,72,3.49,61.54,45,2.18,38.46,4,0.19,5.67,63.19,2,9,7,0.1,0.44,12,0.58,0,1,0.04,0,0.05,0,0,0,5.43,0.25,0.44,11.08,0,0.82,28,100,5,88,42,55,39,68,39,45,28,5,15,23,59
"Silvan Hefti","D (RC)",26,"182 cm","76 kg","-","Montpellier","Ligue 1 Uber Eats","SUI","-","-","Scouting Required","$21,000 p/w","$70K - $700K","-","Right Only",12,1072,6.62,1,82.46,534,42,3.53,32,2.69,10,76,0.84,3,0.25,3.23,22,1.85,5,0.42,3,0.25,50,4.2,31,2.6,62,19,1.6,38,2,0.17,4.2,68.48,6,13,7,0.5,1.09,17,1.43,0,1,0.02,0,0.08,0,0,0,14.02,2.07,1.6,14.04,0,4.79,23,100,29,75,54,30,8,60,55,59,23,5,4,10,56
"Redouan El Yaakoubi","D (RC)",27,"183 cm","70 kg","-","Excelsior","Eredivisie","NED (MAR)","-","-","Scouting Required","$2,100 p/w","$0","-","Right Only",18,1571,6.82,0,87.28,535,70,4.01,56,3.21,14,80,0.8,3,0.17,2.26,41,2.35,17,0.97,6,0.34,96,5.5,70,4.01,72.92,26,1.49,27.08,13,0.74,5.5,75.9,1,31,30,0.06,1.78,28,1.6,0,3,0.04,0,0.17,0,0,0,9.62,1.27,1.2,21,0,3.49,86,100,91,87,86,79,73,85,80,78,77,43,42,88,92
"Francisco Sierralta","D (RC)",26,"192 cm","83 kg","Inj","Watford","Sky Bet Championship","CHI (ESP)","-","-","Scouting Required","$14,750 p/w","$500K - $4.9M","-","Right",11,1026,6.76,7,57,536,27,2.37,21,1.84,6,78,0.53,1,0.09,3,22,1.93,6,0.53,4,0.35,80,7.02,59,5.18,73.75,21,1.84,26.25,20,1.75,7.02,74.77,0,9,9,0,0.79,23,2.02,0,1,0.04,0,0.09,0,1,0,6.58,0.91,0.61,25.46,0,2.63,55,100,47,28,62,60,68,35,68,62,76,88,87,85,0
"Rav van den Berg","D (RC)",19,"190 cm","73 kg","Loa","Middlesbrough","Sky Bet Championship","NED","-","-","Scouting Required","$9,250 p/w","$13M - $20M","-","Right Only",12,1137,6.93,8,56.85,537,53,4.2,42,3.32,11,79,0.87,3,0.24,5.89,34,2.69,15,1.19,4,0.32,102,8.07,77,6.09,75.49,25,1.98,24.51,8,0.63,8.07,76.77,0,9,9,0,0.71,16,1.27,0,2,0.04,0,0.16,0,0,0,10.69,1.03,0.79,23.6,0,4.75,93,100,99,84,87,81,66,78,77,82,70,46,66,96,75
"Federico Baschirotto","D (RC)",27,"184 cm","77 kg","-","Lecce","Serie A TIM","ITA","-","-","Scouting Required","$11,500 p/w","$400K - $4.1M","-","Right",17,1530,6.71,0,90,538,38,2.24,31,1.82,7,82,0.41,2,0.12,2.24,23,1.35,14,0.82,8,0.47,142,8.35,101,5.94,71.13,41,2.41,28.87,20,1.18,8.35,73.33,0,17,17,0,1,24,1.41,0,5,0.13,0,0.29,0,0,0,5.47,0.49,0.76,21.22,0,2,16,100,60,21,14,34,20,16,34,30,39,34,90,51,48
"Matty Pearson","D (RC)",30,"191 cm","72 kg","Lst","Huddersfield","Sky Bet Championship","ENG","Trained in nation (15-21)","-","Scouting Required","$6,250 p/w","$95K","$96K","Right",23,1996,6.55,2,79.84,539,63,2.84,44,1.98,19,70,0.86,7,0.32,2.33,30,1.35,15,0.68,9,0.41,128,5.77,80,3.61,62.5,48,2.16,37.5,17,0.77,5.77,64.92,3,27,24,0.14,1.22,49,2.21,0,4,0.06,0,0.18,0,0,0,8.66,0.46,0.14,19.68,0,1.35,7,100,42,5,10,1,3,3,8,5,5,22,41,35,0
"Adamo Nagalo","D (RC)",21,"185 cm","75 kg","-","FC Nordsjælland","3F Superliga","BFA (CIV)","-","-","Scouting Required","$6,250 p/w","$11M - $14M","-","Right",21,1820,6.8,0,86.67,540,58,2.87,49,2.42,9,84,0.45,4,0.2,3.87,56,2.77,18,0.89,2,0.1,178,8.8,116,5.74,65.17,62,3.07,34.83,12,0.59,8.8,69.92,3,15,12,0.15,0.74,42,2.08,0,3,0.05,0,0.15,0,0,1,7.81,1.08,0.99,20.63,0,2.62,78,100,99,70,75,78,83,69,77,70,87,81,63,90,83
"Odilon Kossounou","D (RC)",22,"191 cm","82 kg","-","Bayer 04","Bundesliga","CIV","-","-","Scouting Required","$51,000 p/w","$64M - $83M","-","Right",23,1998,7.15,1,83.25,541,31,1.4,23,1.04,8,74,0.36,4,0.18,3.1,61,2.75,14,0.63,10,0.45,165,7.43,130,5.86,78.79,35,1.58,21.21,13,0.59,7.43,78.06,3,10,7,0.14,0.45,17,0.77,0,1,0.03,0,0.05,0,3,1,7.93,1.09,0.95,17.28,0,2.61,71,100,48,86,80,86,81,87,78,86,78,86,60,58,44
"Félix Torres","D (RC)",26,"187 cm","80 kg","-","COR","Campeonato Brasileiro Série A Assaí","ECU","-","-","Scouting Required","$11,000 p/w","$950K - $9.8M","-","Right",18,1612,6.92,0,89.56,542,63,3.52,50,2.79,13,79,0.73,6,0.33,3.71,32,1.79,14,0.78,7,0.39,106,5.92,89,4.97,83.96,17,0.95,16.04,9,0.5,5.92,82.25,4,17,13,0.22,0.95,27,1.51,0,3,0.05,0,0.17,0,0,0,5.97,0.49,0.33,19.54,0,1.56,75,100,95,65,71,61,56,73,55,58,52,42,39,62,65
"Aritz Elustondo","D (RC)",29,"182 cm","72 kg","-","Real Sociedad","LaLiga EA Sports","ESP (BAS)","-","-","Scouting Required","$35,000 p/w","$37M - $59M","-","Right",23,2070,7,0,90,543,28,1.22,21,0.91,7,75,0.3,5,0.22,2.33,46,2,11,0.48,9,0.39,97,4.22,68,2.96,70.1,29,1.26,29.9,5,0.22,4.22,71.2,4,12,8,0.17,0.52,15,0.65,0,1,0.04,0,0.04,0,0,0,4.26,0.44,0.35,11.23,0,0.83,55,100,12,66,56,49,64,46,46,41,47,52,8,7,42
"Christophe Hérelle","D (RC)",31,"191 cm","80 kg","-","Metz","Ligue 1 Uber Eats","FRA (MTQ)","-","-","Scouting Required","$10,000 p/w","Not for Sale","-","Right",16,1380,6.78,0,86.25,544,51,3.33,40,2.61,11,78,0.72,3,0.2,3.19,36,2.35,7,0.46,4,0.26,105,6.85,69,4.5,65.71,36,2.35,34.29,12,0.78,6.85,69.87,3,16,13,0.2,1.04,18,1.17,1,1,0.02,0.02,0.07,0.07,1,0,6.39,1.13,0.72,19.15,0,2.48,80,100,47,73,83,70,74,81,85,90,77,73,58,69,73
"Kurt Zouma","D (RC)",29,"190 cm","96 kg","-","West Ham","Premier League","FRA (CTA)","-","Resolute","Reserved","$180,000 p/w","$48M - $60M","-","Right Only",23,1850,6.85,0,80.43,545,56,2.72,44,2.14,12,79,0.58,6,0.29,3.5,38,1.85,9,0.44,6,0.29,161,7.83,133,6.47,82.61,28,1.36,17.39,30,1.46,7.83,81.57,3,16,13,0.15,0.78,47,2.29,0,4,0.07,0,0.19,0,1,0,7.05,0.73,0.49,27.02,0,1.61,51,100,89,66,60,47,51,68,57,48,50,31,93,94,61
"Alexandre Penetra","D (RC)",22,"184 cm","73 kg","-","AZ","Eredivisie","POR","-","Resolute","Reserved","$8,750 p/w","$14.5M - $17.5M","-","Right",14,1225,6.65,1,81.67,546,44,3.23,27,1.98,17,61,1.25,3,0.22,3.67,24,1.76,8,0.59,1,0.07,66,4.85,36,2.64,54.55,30,2.2,45.45,6,0.44,4.85,57.27,1,12,11,0.07,0.88,13,0.96,0,3,0.07,0,0.22,0,0,1,6.91,0.63,0.44,14.4,0,1.84,77,100,20,70,71,67,69,71,70,65,62,30,17,12,71
"Niklas Süle","D (RC)",28,"195 cm","99 kg","-","Borussia Dortmund","Bundesliga","GER","-","Balanced","Media-friendly","$210,000 p/w","$43M - $66M","-","Right",22,1840,7.09,1,80,547,55,2.69,44,2.15,11,80,0.54,2,0.1,2.89,71,3.47,12,0.59,3,0.15,132,6.46,90,4.4,68.18,42,2.05,31.82,16,0.78,6.46,71.66,10,19,9,0.49,0.93,21,1.03,0,3,0.05,0,0.15,0,3,0,8.61,1.86,0.78,19.82,0,4.21,98,100,66,89,95,96,99,97,98,97,97,97,54,89,83
"Taylor Harwood-Bellis","D (RC)",21,"188 cm","83 kg","-","Southampton","Sky Bet Championship","ENG","Trained in nation (15-21)","-","Scouting Required","$18,750 p/w","$17.5M - $28M","-","Right Only",12,1276,7.04,15,47.26,548,53,3.74,45,3.17,8,85,0.56,4,0.28,3.53,41,2.89,9,0.63,5,0.35,99,6.98,77,5.43,77.78,22,1.55,22.22,10,0.71,6.98,80.26,2,15,13,0.14,1.06,14,0.99,0,2,0.04,0,0.14,0,0,0,9.45,1.28,1.06,22.19,0,2.89,75,100,97,90,69,76,70,76,83,78,77,31,61,97,75
"Norbert Gyömbér","D (RC)",31,"189 cm","79 kg","Lst","Luton","Premier League","SVK (HUN)","-","-","Scouting Required","$27,000 p/w","$1.5M","$1.5M","Right Only",16,1420,6.75,0,88.75,549,28,1.77,18,1.14,10,64,0.63,4,0.25,1.87,16,1.01,15,0.95,15,0.95,104,6.59,79,5.01,75.96,25,1.58,24.04,20,1.27,6.59,73.48,0,15,15,0,0.95,35,2.22,0,1,0.04,0,0.06,0,0,0,2.6,0.35,0.44,23.15,0,0.95,6,100,42,20,29,12,12,10,8,5,15,31,77,60,17
"Robert Rojas","D (RC)",27,"177 cm","75 kg","-","Vasco da Gama","Campeonato Brasileiro Série A Assaí","PAR","-","-","Scouting Required","$11,250 p/w","$550K - $5.6M","-","Right",36,3057,6.91,5,74.56,550,99,2.91,81,2.38,18,82,0.53,7,0.21,5.5,89,2.62,24,0.71,18,0.53,191,5.62,136,4,71.2,55,1.62,28.8,15,0.44,5.62,74.83,21,18,-3,0.62,0.53,46,1.35,0,3,0.03,0,0.09,0,1,0,12.39,1.29,0.94,17.98,0,4.12,79,100,83,78,76,71,61,82,76,76,71,53,27,53,78
"Matthias Ginter","D (RC)",29,"191 cm","86 kg","-","SC Freiburg","Bundesliga","GER","-","-","Scouting Required","$62,000 p/w","$25M - $31M","-","Right",21,1845,6.87,0,87.86,551,46,2.24,33,1.61,13,72,0.63,7,0.34,6.57,53,2.59,13,0.63,6,0.29,144,7.02,104,5.07,72.22,40,1.95,27.78,23,1.12,7.02,72.11,5,7,2,0.24,0.34,22,1.07,0,1,0.02,0,0.05,0,0,1,6.05,0.87,0.49,23.5,0,2.1,73,100,84,63,66,69,78,73,71,73,71,86,77,97,17
"Arouna Sanganté","D (RC)",21,"189 cm","76 kg","-","Havre AC","Ligue 1 Uber Eats","SEN (FRA)","-","-","Scouting Required","$6,500 p/w","$14M - $18M","-","Right",14,1260,6.58,0,90,552,63,4.5,46,3.29,17,73,1.21,4,0.29,2.63,26,1.86,13,0.93,9,0.64,52,3.71,39,2.79,75,13,0.93,25,8,0.57,3.71,73.91,1,24,23,0.07,1.71,28,2,0,2,0.03,0,0.14,0,0,0,6.79,0.33,0.57,18.91,0,2.21,36,100,70,31,25,29,23,18,42,32,40,26,20,42,35
